Created By Broughy1322,,"This sheet contains a variety of useful information about all vehicles in GTA 5, such as prices, numbers of seats, where they can be bought, etc. This does not focus on vehicle performance and is primarily for information.",,,,,,,,,,,,,,,,,,,
Class,Vehicle,Key Attributes,,,Performance Improvements,,,,Acquiring,,,Storing & Upgrading,,Race Availability,,,Added To GTA,,,Model IDs,Notes
Sports,Sultan RS Classic,AWD,2,Karin,✔,,✔,,SSASA,"1,789,000",2 Door Tab,Garage,LSC,✔,✔,✔,26/08,2021,Los Santos Tuners,sultan3,Middle suspension best
Sports,Surano,RWD,2,Benefactor,✔,,,,L.Motorsport,"110,000",19 March 2026,Garage,LSC,✔,,,17/09,2013,-,surano,
Sports,Tropos Rallye,RWD,2,Lampadati,✔,✔,,,SSASA,"816,000",2 Door Tab,Garage,LSC,✔,✔,✔,12/07,2016,Cunning Stunts,tropos,
Sports,V-STR,RWD,4,Albany,✔,,,,L.Motorsport,"1,285,000",4 Door Tab,Garage,LSC,✔,✔,✔,30/01,2020,Diamond Casino Heist,vstr,
Sports,Vectre,AWD,2,Emperor,✔,,✔,,L.Motorsport,"1,785,000",2 Door Tab,Garage,LSC,✔,✔,✔,12/08,2021,Los Santos Tuners,vectre,
Sports,Verlierer,RWD,2,Bravado,✔,,,,L.Motorsport,"695,000",4 June 2026,Garage,LSC,✔,✔,✔,15/12,2015,Executives & Other Criminals,verlierer2,
Sports,Veto Classic,RWD,1,Dinka,✔,,,,SSASA,"895,000",Special Tab,Garage,LSC,✔,✔,✔,18/12,2020,Cayo Perico Heist,veto,Engine Block modification adds traction like a spoiler
Sports,Veto Modern,RWD,1,Dinka,✔,,,,SSASA,"995,000",Special Tab,Garage,LSC,✔,✔,✔,22/12,2020,Cayo Perico Heist,veto2,Engine Block modification adds traction like a spoiler
Sports,ZR350,RWD,2,Annis,✔,,✔,,L.Motorsport,"1,615,000",2 Door Tab,Garage,LSC,✔,✔,✔,20/07,2021,Los Santos Tuners,zr350,
Sports,ZR380,RWD,2,Annis,✔,✔,,✔,ArenaWar,"2,138,640",Arena Ready Tab,Garage,LSC & Property,,,✔,11/12,2018,Arena War,"zr380, zr3802, zr3803",
Sports Classics,190z,RWD,2,Karin,✔,,,,L.Motorsport,"900,000",21 May 2026,Garage,LSC,✔,✔,✔,20/02,2018,Doomsday Heist,z190,
Sports Classics,Ardent,RWD,2,Ocelot,✔,,,,Warstock,"1,150,000",Main Page,Garage,MOC,✔,✔,✔,22/08,2017,Gunrunning,ardent,
Sports Classics,Astrale,RWD,2,Pfister,✔,,✔,,L.Motorsport,"1,475,500",2 Door Tab,Garage,LSC,✔,✔,✔,08/01,2026,A Safehouse in the Hills,astrale,
Sports Classics,Astrale (HSW),RWD,2,Pfister,✔,,✔,,Upgrade,"2,425,500",LSCM Workshop,Garage,LSC & LSCM,✔,✔,✔,08/01,2026,A Safehouse in the Hills,astrale_hsw,Acquired by upgrading Astrale at Hao's Special Works
Sports Classics,Casco,RWD,2,Lampadati,,,,,L.Motorsport,"904,400",2 Door Tab,Garage,LSC,✔,✔,✔,10/03,2015,Heists,casco,
Sports Classics,Cheburek,RWD,4,RUNE,✔,✔,,,SSASA,"145,000",4 Door Tab,Garage,LSC,✔,✔,✔,05/06,2018,SSA Super Sport Series,cheburek,
Sports Classics,Cheetah Classic,RWD,2,Grotti,✔,,,,L.Motorsport,"865,000",2 Door Tab,Garage,LSC,✔,✔,✔,11/07,2017,Gunrunning,cheetah2,
Sports Classics,Coquette Classic,RWD,2,Invetero,,,,,L.Motorsport,"665,000",2 Door Tab,Garage,LSC,✔,✔,✔,19/08,2014,San Andreas Flight School,coquette2,
Sports Classics,Coquette D1,RWD,2,Invetero,,,✔,,L.Motorsport,"1,500,000",2 Door Tab,Garage,LSC,✔,✔,✔,25/06,2024,Bottom Dollar Bounties,coquette5,
Sports Classics,Deluxo,RWD,2,Imponte,✔,✔,,,Warstock,"5,750,000",Main Page,Garage,MOC,,✔,✔,12/12,2017,Doomsday Heist,deluxo,Silly
Sports Classics,Dynasty,RWD,4,Weeny,✔,,,,SSASA,"450,000",2 July 2026,Garage,LSC,✔,✔,✔,17/10,2019,Diamond Casino & Resort,dynasty,Deflector modification adds traction like a spoiler
Sports Classics,Fagaloa,RWD,2,Vulcar,✔,,,,SSASA,"335,000",4 June 2026,Garage,LSC,✔,✔,✔,20/03,2018,SSA Super Sport Series,fagaloa,Visor modification adds traction like a spoiler
Sports Classics,Franken Stange,RWD,4,Albany,,,,,SSASA,"550,000",6 November 2025,Garage,LSC,✔,,,29/10,2015,Halloween Surprise,btype2,
Sports Classics,GT500,RWD,2,Grotti,,,,,L.Motorsport,"785,000",18 June 2026,Garage,LSC,✔,✔,✔,16/01,2018,Doomsday Heist,gt500,
Sports Classics,GT750,RWD,2,Grotti,✔,,✔,,L.Motorsport,"1,247,000",2 Door Tab,Garage,LSC,✔,✔,✔,10/12,2025,A Safehouse in the Hills,gt750,
Sports Classics,Infernus Classic,RWD,2,Pegassi,✔,,,,L.Motorsport,"915,000",2 Door Tab,Garage,LSC,✔,✔,✔,28/03,2017,Cunning Stunts: SV Circuit,infernus2,
Sports Classics,Itali Classic,RWD,2,Grotti,✔,,✔,,L.Motorsport,"2,025,000",2 Door Tab,Garage,LSC,✔,✔,✔,05/02,2026,A Safehouse in the Hills,itali2,
Sports Classics,JB 700,RWD,2,Dewbauchee,,,,,L.Motorsport,"350,000",21 May 2026,Garage,LSC,✔,✔,✔,17/09,2013,-,jb700,
Sports Classics,JB 700W,RWD,2,Dewbauchee,,,,,Warstock,"1,470,000",Main Page,Garage,LSC,,✔,✔,26/12,2019,Diamond Casino Heist,jb7002,
Sports Classics,LSCM Cheetah Classic,RWD,2,Grotti,DF=2.4,,,,L.Motorsport,"1,952,500",2 Door Tab,Garage,LSC,✔,✔,✔,26/06,2025,Money Fronts,cheetah3,
Sports Classics,Mamba,RWD,2,Declasse,,,,,L.Motorsport,"995,000",2 Door Tab,Garage,LSC,✔,✔,✔,15/12,2015,Executives & Other Criminals,mamba,
Sports Classics,Manana,RWD,2,Albany,,,,,Benny's,"10,000",Main Page,Garage,LSC,✔,✔,✔,17/09,2013,-,manana,
Sports Classics,Michelli GT,RWD,2,Lampadati,✔,✔,,,SSASA,"1,225,000",2 April 2026,Garage,LSC,✔,✔,✔,05/06,2018,SSA Super Sport Series,michelli,
Sports Classics,Monroe,RWD,2,Pegassi,,,,,L.Motorsport,"490,000",2 Door Tab,Garage,LSC,✔,,,17/09,2013,-,monroe,
Sports Classics,Nebula Turbo,RWD,2,Vulcar,✔,,,,SSASA,"797,000",2 Door Tab,Garage,LSC,✔,✔,✔,22/08,2019,Diamond Casino & Resort,nebula,
Sports Classics,Peyote,RWD,2,Vapid,,,,,Benny's,"38,000",Main Page,Garage,LSC,✔,,,17/09,2013,-,peyote,
Sports Classics,Peyote Custom,RWD,2,Vapid,,,,,Upgrade,"620,000",Benny's Workshop,Garage,LSC,✔,,,11/08,2020,Los Santos Summer Special,peyote3,Acquired by upgrading Peyote in Benny's
Sports Classics,Pigalle,FWD,2,Lampadati,✔,,,,SSASA,"400,000",2 April 2026,Garage,LSC,✔,✔,✔,17/06,2014,I'm Not A Hipster,pigalle,
Sports Classics,Rapid GT Classic,RWD,2,Dewbauchee,✔,,,,L.Motorsport,"885,000",18 June 2026,Garage,LSC,✔,✔,✔,12/09,2017,Smuggler's Run,rapidgt3,
Sports Classics,Retinue,RWD,2,Vapid,✔,✔,,,SSASA,"615,000",18 June 2026,Garage,LSC,✔,✔,✔,29/08,2017,Smuggler's Run,retinue,
Sports Classics,Retinue Mk II,RWD,2,Vapid,✔,,✔,,SSASA,"972,000",2 Door Tab,Garage,LSC,✔,✔,✔,12/12,2019,Diamond Casino Heist,retinue2,
Sports Classics,Roosevelt,RWD,6,Albany,,,,,L.Motorsport,"750,000",19 February 2026,Garage,LSC,✔,✔,✔,13/02,2014,Valentine's Day Massacre,btype,
Sports Classics,Roosevelt Valor,RWD,6,Albany,✔,,,,L.Motorsport,"982,000",20 February 2025,Garage,LSC,✔,✔,✔,10/02,2016,Be My Valentine,btype3,Tailgate spare wheel modification adds traction like a spoiler
Sports Classics,Savestra,RWD,2,Annis,✔,✔,,,L.Motorsport,"990,000",2 Door Tab,Garage,LSC & MOC,✔,✔,✔,02/01,2018,Doomsday Heist,savestra,
Sports Classics,Stinger,RWD,2,Grotti,,,,,L.Motorsport,"850,000",4 June 2026,Garage,LSC,✔,,,17/09,2013,-,stinger,
Sports Classics,Stinger GT,RWD,2,Grotti,,✔,,,L.Motorsport,"875,000",2 Door Tab,Garage,LSC,✔,✔,✔,17/09,2013,-,stingergt,
Sports Classics,Stirling GT,RWD,2,Benefactor,✔,✔,,,L.Motorsport,"975,000",2 Door Tab,Garage,LSC,✔,✔,✔,10/06,2015,Ill-Gotten Gains Part 1,feltzer3,
Sports Classics,Stirling GT (HSW),RWD,2,Benefactor,✔,✔,,,Upgrade,"1,875,000",LSCM Workshop,Garage,LSC & LSCM,✔,✔,✔,26/07,2022,Criminal Enterprises,feltzer3_hsw,Acquired by upgrading Stirling GT at Hao's Special Works
Sports Classics,Stromberg,RWD,2,Ocelot,,✔,,,Warstock,"2,500,000",Main Page,Garage & Submarine,MOC,,✔,✔,12/12,2017,Doomsday Heist,stromberg,
Sports Classics,Swinger,RWD,2,Ocelot,,✔,,,L.Motorsport,"909,000",2 Door Tab,Garage,LSC,✔,✔,✔,24/07,2018,After Hours,swinger,
Sports Classics,Toreador,RWD,4,Pegassi,✔,,,✔,Warstock,"4,250,000",Main Page,Garage & Submarine,LSC,,✔,✔,15/12,2020,Cayo Perico Heist,toreador,1:07 lap time without boost
Sports Classics,Torero,RWD,2,Pegassi,✔,,,,L.Motorsport,"998,000",2 Door Tab,Garage,LSC,✔,✔,✔,25/07,2017,Gunrunning,torero,
Sports Classics,Tornado,RWD,2,Declasse,,,,,Benny's,"30,000",Main Page,Garage,LSC,✔,,,17/09,2013,-,tornado,
Sports Classics,Tornado Beater,RWD,2,Declasse,,,,,Traffic,0,Traffic Spawn,Garage,LSC,✔,,,17/09,2013,-,tornado3,
Sports Classics,Tornado Cabrio,RWD,2,Declasse,,,,,Traffic,0,Traffic Spawn,Garage,LSC,✔,✔,✔,17/09,2013,-,tornado2,
Sports Classics,Tornado Custom,RWD,2,Declasse,,,,,Upgrade,"405,000",Benny's Workshop,Garage,LSC,✔,✔,✔,04/04,2016,Lowriders: Custom Classics,tornado5,Acquired by upgrading Tornado in Benny's
Sports Classics,Tornado Mariachi,RWD,2,Declasse,,,,,Traffic,0,Traffic Spawn,Garage,MOC,✔,,,17/09,2013,-,tornado4,
Sports Classics,Tornado Rat Rod,RWD,2,Declasse,,,,,SSASA,"378,000",2 July 2026,Garage,LSC,✔,✔,✔,01/11,2016,Bikers,tornado6,
Sports Classics,Turismo Classic,RWD,2,Grotti,✔,,,,L.Motorsport,"705,000",2 Door Tab,Garage,LSC,✔,✔,✔,04/04,2017,Cunning Stunts: SV Circuit,turismo2,
Sports Classics,Turismo Classic (HSW),RWD,2,Grotti,✔,,,,Upgrade,"1,602,000",LSCM Workshop,Garage,LSC & LSCM,✔,✔,✔,15/03,2022,Expanded & Enhanced Edition,turismo2_hsw,Acquired by upgrading Turismo Classic at Hao's Special Works
Sports Classics,Uranus LozSpeed,RWD,2,Vapid,✔,,✔,,SSASA,"1,140,000",2 Door Tab,Garage,LSC,✔,✔,✔,20/02,2025,Agents Of Sabotage,uranus1,
Sports Classics,Viseris,RWD,2,Lampadati,✔,,,,L.Motorsport,"875,000",2 Door Tab,Garage,LSC & MOC,✔,✔,✔,09/01,2018,Doomsday Heist,viseris,
Sports Classics,Z-Type,RWD,2,Truffade,,,,,L.Motorsport,"950,000",2 Door Tab,Garage,LSC,✔,✔,✔,17/09,2013,-,ztype,
Sports Classics,Zion Classic,RWD,2,Ubermacht,✔,✔,,,SSASA,"812,000",2 Door Tab,Garage,LSC,✔,✔,✔,19/09,2019,Diamond Casino & Resort,zion3,
Supers,811,AWD,2,Pfister,✔,,,,L.Motorsport,"1,135,000",2 Door Tab,Garage,LSC,✔,✔,✔,28/06,2016,Finance and Felony,pfister811,
Supers,Adder,AWD,2,Truffade,,,,,L.Motorsport,"1,000,000",2 Door Tab,Garage,LSC,✔,✔,✔,17/09,2013,-,adder,
Supers,Autarch,RWD,2,Overflod,DF=2.95,✔,,,L.Motorsport,"1,955,000",2 Door Tab,Garage,LSC,✔,✔,✔,26/12,2017,Doomsday Heist,autarch,"Has ""downforce"" handling line by default but a non-stock spoiler is still needed"
Supers,Banshee 900R,RWD,2,Bravado,✔,,,,Upgrade,"670,000",Benny's Workshop,Garage,LSC,✔,✔,✔,28/01,2016,January 2016,banshee2,Acquired by upgrading Banshee in Benny's
Supers,Bullet,RWD,2,Vapid,,,,,L.Motorsport,"155,000",2 Door Tab,Garage,LSC,✔,✔,✔,17/09,2013,-,bullet,
Supers,Champion,RWD,2,Dewbauchee,✔,,✔,,L.Motorsport,"3,750,000",2 Door Tab,Garage,LSC & Property,✔,✔,✔,15/12,2021,The Contract,champion,
Supers,Cheetah,RWD,2,Grotti,✔,,,,L.Motorsport,"650,000",2 Door Tab,Garage,LSC,✔,✔,✔,17/09,2013,-,cheetah,
Supers,Cyclone,AWD,2,Coil,✔,✔,,,L.Motorsport,"1,034,000",2 Door Tab,Garage,LSC,✔,✔,✔,14/11,2017,Smuggler's Run,cyclone,
Supers,Cyclone II,AWD,2,Coil,✔,✔,,,L.Motorsport,"2,250,000",2 Door Tab,Garage,LSC,✔,✔,✔,15/03,2022,Expanded & Enhanced Edition,cyclone2,
Supers,Cyclone II (HSW),AWD,2,Coil,✔,✔,,,Upgrade,"2,701,250",LSCM Workshop,Garage,LSC & LSCM,✔,✔,✔,15/03,2022,Expanded & Enhanced Edition,cyclone2_hsw,Acquired by upgrading Cyclone II at Hao's Special Works
Supers,Deveste Eight,RWD,2,Principe,✔,✔,,,L.Motorsport,"1,795,000",2 Door Tab,Garage,LSC,✔,✔,✔,21/02,2019,Arena War,deveste,
Supers,Deveste Eight (HSW),RWD,2,Principe,✔,✔,,,Upgrade,"2,849,500",LSCM Workshop,Garage,LSC & LSCM,✔,✔,✔,29/03,2022,Expanded & Enhanced Edition,deveste_hsw,Acquired by upgrading Deveste Eight at Hao's Special Works
Supers,Emerus,RWD,2,Progen,DF=3.5,,,,L.Motorsport,"2,750,000",2 Door Tab,Garage,LSC,✔,✔,✔,15/08,2019,Diamond Casino & Resort,emerus,"Has ""downforce"" handling line by default but a non-stock spoiler is still needed"
Supers,Entity MT,RWD,2,Overflod,DF=2.2,,✔,,L.Motorsport,"2,355,000",2 Door Tab,Garage,LSC,✔,✔,✔,13/12,2022,Los Santos Drug Wars,entity3,"Has ""downforce"" handling line by default but a non-stock spoiler is still needed"
Supers,Entity MT (HSW),RWD,2,Overflod,DF=2.2,,✔,,Upgrade,"3,205,000",LSCM Workshop,Garage,LSC & LSCM,✔,✔,✔,13/12,2022,Los Santos Drug Wars,entity3_hsw,"Acquired by upgrading Entity MT at Hao's Special Works. Has ""downforce"" handling line by default but a non-stock spoiler is still needed"
Supers,Entity XF,AWD,2,Overflod,✔,,,,L.Motorsport,"795,000",28 May 2026,Garage,LSC,✔,✔,✔,17/09,2013,-,entityxf,
Supers,Entity XXR,RWD,2,Overflod,DF=1.75,✔,,,L.Motorsport,"2,305,000",2 Door Tab,Garage,LSC,✔,✔,✔,20/03,2018,SSA Super Sport Series,entity2,"Has ""downforce"" handling line by default but a non-stock spoiler is still needed"
Supers,ETR1,RWD,2,Emperor,DF=3,✔,,,L.Motorsport,"1,097,000",2 Door Tab,Garage,LSC,✔,✔,✔,12/07,2016,Cunning Stunts,sheava,"Has ""downforce"" handling line by default but a non-stock spoiler is still needed"
Supers,FMJ,RWD,2,Vapid,✔,✔,,,L.Motorsport,"1,750,000",2 Door Tab,Garage,LSC,✔,✔,✔,07/06,2016,Finance and Felony,fmj,
Supers,FMJ MK V,RWD,2,Vapid,DF=3.4,,✔,,L.Motorsport,"2,965,000",2 Door Tab,Garage,LSC,✔,✔,✔,10/12,2025,A Safehouse in the Hills,fmj2,"Has ""downforce"" handling line by default but a non-stock spoiler is still needed"
Supers,FMJ MK V (HSW),RWD,2,Vapid,DF=3.4,,✔,,Upgrade,"4,915,000",LSCM Workshop,Garage,LSC & LSCM,✔,✔,✔,10/12,2025,A Safehouse in the Hills,fmj2_hsw,"Acquired by upgrading FMJ MK V at Hao's Special Works. Has ""downforce"" handling line by default but a non-stock spoiler is still needed"
Supers,Furia,AWD,2,Grotti,Active,,,,L.Motorsport,"2,740,000",2 Door Tab,Garage,LSC,✔,✔,✔,19/12,2019,Diamond Casino Heist,furia,Active spoiler improves traction & braking when raised - can be broken
Supers,GP1,RWD,2,Progen,DF=1.25,✔,,,L.Motorsport,"1,260,000",2 Door Tab,Garage,LSC,✔,✔,✔,14/03,2017,Cunning Stunts: SV Circuit,gp1,"Has ""downforce"" handling line by default but a non-stock spoiler is still needed"
Supers,Ignus,AWD,2,Pegassi,Active,,✔,,L.Motorsport,"2,765,000",2 Door Tab,Garage,LSC,✔,✔,✔,15/12,2021,The Contract,ignus,"Active spoiler improves traction & braking, no aftermarket spoiler needed"
Supers,Infernus,AWD,2,Pegassi,✔,,,,L.Motorsport,"440,000",2 Door Tab,Garage,LSC,✔,✔,✔,17/09,2013,-,infernus,
Supers,Itali GTB,AWD,2,Progen,✔,✔,,,Benny's,"1,189,000",Main Page,Garage,LSC,✔,✔,✔,10/01,2017,Import/Export,italigtb,
Supers,Itali GTB Custom,AWD,2,Progen,DF=1.5,✔,,,Upgrade,"1,684,000",Benny's Workshop,Garage,LSC,✔,✔,✔,10/01,2017,Import/Export,italigtb2,"Acquired by upgrading Itali GTB in Benny's. Has ""downforce"" handling line by default but a non-stock spoiler is still needed"
Supers,Krieger,AWD,2,Benefactor,DF=2.75,,,,L.Motorsport,"2,875,000",2 Door Tab,Garage,LSC,✔,✔,✔,12/09,2019,Diamond Casino & Resort,krieger,"Has ""downforce"" handling line by default but a non-stock spoiler is still needed"
Supers,LM87,RWD,1,Benefactor,DF=4.25,,✔,,L.Motorsport,"2,915,000",2 Door Tab,Garage,LSC,✔,✔,✔,26/07,2022,Criminal Enterprises,lm87,
Supers,Luiva,RWD,2,Progen,Active,,✔,,L.Motorsport,"2,697,500",2 Door Tab,Garage,LSC,✔,✔,✔,10/12,2025,A Safehouse in the Hills,luiva,"Has active spoiler, downforce, and spoiler upgrades, however active spoiler traction bonus takes precedence"
Supers,Nero,AWD,2,Truffade,Active,,,,Benny's,"1,440,000",Main Page,Garage,LSC,✔,✔,✔,20/12,2016,Import/Export,nero,Active spoiler improves traction & braking when raised - can be broken
Supers,Nero Custom,AWD,2,Truffade,✔,,,,Upgrade,"2,045,000",Benny's Workshop,Garage,LSC,✔,✔,✔,20/12,2016,Import/Export,nero2,Acquired by upgrading Nero in Benny's
Supers,Osiris,AWD,2,Pegassi,✔,✔,,,L.Motorsport,"1,950,000",2 Door Tab,Garage,LSC,✔,✔,✔,10/06,2015,Ill-Gotten Gains Part 1,osiris,
Supers,Penetrator,AWD,2,Ocelot,✔,✔,,,L.Motorsport,"880,000",2 Door Tab,Garage,LSC,✔,✔,✔,13/12,2016,Import/Export,penetrator,
Supers,Pipistrello,AWD,2,Overflod,Active,,✔,,L.Motorsport,"2,950,000",2 Door Tab,Garage,LSC,✔,✔,✔,25/06,2024,Bottom Dollar Bounties,pipistrello,"Has active spoiler, downforce, and spoiler upgrades, however active spoiler traction bonus takes precedence"
Supers,RE-7B,RWD,2,Annis,DF=3.5,✔,,,L.Motorsport,"2,475,000",2 Door Tab,Garage,LSC,✔,✔,✔,12/07,2016,Cunning Stunts,le7b,"Has ""downforce"" handling line by default but a non-stock spoiler is still needed"
Supers,Reaper,RWD,2,Pegassi,✔,✔,,,L.Motorsport,"1,595,000",2 Door Tab,Garage,LSC,✔,✔,✔,07/06,2016,Finance and Felony,reaper,
Supers,Rocket Voltic,RWD,2,Coil,,,,✔,Warstock,"3,830,400",Main Page,Warehouse,LSC,,✔,✔,13/12,2016,Import/Export,voltic2,
Supers,S80RR,RWD,1,Annis,DF=3.75,,,,L.Motorsport,"2,575,000",2 Door Tab,Garage,LSC,✔,✔,✔,23/07,2019,Diamond Casino & Resort,s80,"Has ""downforce"" handling line by default but a non-stock spoiler is still needed"
Supers,SC1,RWD,2,Ubermacht,✔,✔,,,L.Motorsport,"761,800",2 Door Tab,Garage,LSC,✔,✔,✔,12/12,2017,Doomsday Heist,sc1,
Supers,Scramjet,RWD,2,Declasse,,✔,,✔,Warstock,"4,000,000",Main Page,Garage,MOC,,✔,,21/08,2018,After Hours,scramjet,"Has ""downforce"" handling line by default but a non-stock spoiler is still needed"
Supers,Sultan RS,AWD,2,Karin,✔,,,,Upgrade,"807,000",Benny's Workshop,Garage,LSC,✔,✔,✔,28/01,2016,January 2016,sultanrs,Acquired by upgrading Sultan in Benny's
Supers,Suzume,AWD,2,Overflod,Active,,✔,,L.Motorsport,"3,074,500",2 Door Tab,Garage,LSC,✔,✔,✔,17/06,2025,Money Fronts,suzume,
Supers,T20,AWD,2,Progen,Active,✔,,,L.Motorsport,"2,200,000",2 Door Tab,Garage,LSC,✔,✔,✔,08/07,2015,Ill-Gotten Gains Part 2,t20,Active spoiler improves traction & braking when raised - can be broken
Supers,Taipan,RWD,2,Cheval,DF=1.2,✔,,,L.Motorsport,"1,980,000",2 Door Tab,Garage,LSC,✔,✔,✔,20/03,2018,SSA Super Sport Series,taipan,"Has ""downforce"" handling line by default but a non-stock spoiler is still needed"
Supers,Tempesta,AWD,2,Pegassi,✔,✔,,,L.Motorsport,"1,329,000",2 Door Tab,Garage,LSC,✔,✔,✔,13/12,2016,Import/Export,tempesta,
Supers,Tezeract,AWD,2,Pegassi,DF=1.7,✔,,,L.Motorsport,"2,825,000",2 Door Tab,Garage,LSC,✔,✔,✔,27/03,2018,SSA Super Sport Series,tezeract,"Has ""downforce"" handling line by default but a non-stock spoiler is still needed"
Supers,Thrax,AWD,2,Truffade,DF=3.2,,,,L.Motorsport,"2,325,000",2 Door Tab,Garage,LSC,✔,✔,✔,23/07,2019,Diamond Casino & Resort,thrax,"Has ""downforce"" handling line by default but a non-stock spoiler is still needed"
Supers,Tigon,RWD,2,Lampadati,DF=2.75,,,,L.Motorsport,"2,310,000",2 Door Tab,Garage,LSC,✔,✔,✔,11/08,2020,Los Santos Summer Special,tigon,"Has ""downforce"" handling line by default but a non-stock spoiler is still needed"
Supers,Torero XO,AWD,2,Pegassi,,,✔,,L.Motorsport,"2,890,000",2 Door Tab,Garage,LSC,✔,✔,✔,26/07,2022,Criminal Enterprises,torero2,"Has active spoiler and spoiler upgrades, however none work to give any increased traction"
Supers,Turismo Omaggio,RWD,2,Grotti,DF=3.36,,,,L.Motorsport,"2,845,000",2 Door Tab,Garage,LSC & Property,✔,✔,✔,12/12,2023,Chop Shop,turismo3,"Has ""downforce"" handling line by default but a non-stock spoiler is still needed"
Supers,Turismo R,RWD,2,Grotti,✔,✔,,,L.Motorsport,"500,000",2 Door Tab,Garage,LSC,✔,✔,✔,04/03,2014,Business,turismor,
Supers,Tyrant,RWD,2,Overflod,DF=3,✔,,,L.Motorsport,"2,515,000",2 Door Tab,Garage,LSC,✔,✔,✔,08/05,2018,SSA Super Sport Series,tyrant,"Has ""downforce"" handling line by default but a non-stock spoiler is still needed"
Supers,Tyrus,RWD,2,Progen,DF=3.35,✔,,,L.Motorsport,"1,830,000",2 Door Tab,Garage,LSC,✔,✔,✔,12/07,2016,Cunning Stunts,tyrus,"Has ""downforce"" handling line by default but a non-stock spoiler is still needed"
Supers,Vacca,RWD,2,Pegassi,✔,,,,L.Motorsport,"240,000",2 Door Tab,Garage,LSC,✔,,,17/09,2013,-,vacca,
Supers,Vagner,RWD,2,Dewbauchee,DF=2.75,✔,,,L.Motorsport,"1,535,000",2 Door Tab,Garage,LSC,✔,✔,✔,30/06,2017,Gunrunning,vagner,"Has ""downforce"" handling line by default but a non-stock spoiler is still needed"
Supers,Vigilante,RWD,2,Grotti,,✔,,✔,Warstock,"3,750,000",Main Page,Garage,MOC,,✔,✔,31/10,2017,Smuggler's Run,vigilante,1:06 lap time without boost
Supers,Virtue,AWD,2,Ocelot,Active,,✔,,L.Motorsport,"2,980,000",2 Door Tab,Garage,LSC & Property,✔,✔,✔,16/03,2023,Los Santos Drug Wars,virtue,"Active spoiler improves traction & braking, no aftermarket spoiler needed"
Supers,Visione,RWD,2,Grotti,DF=2,✔,,,L.Motorsport,"2,250,000",2 Door Tab,Garage,LSC,✔,✔,✔,29/08,2017,Smuggler's Run,visione,"Has ""downforce"" handling line by default but a non-stock spoiler is still needed"
Supers,Voltic,RWD,2,Coil,✔,,,,L.Motorsport,"150,000",25 June 2026,Garage,LSC,✔,✔,✔,17/09,2013,-,voltic,
Supers,Weaponized Ignus,AWD,2,Pegassi,✔,,,,Warstock,"4,500,000",Main Page,Garage,LSC,✔,✔,✔,15/03,2022,Expanded & Enhanced Edition,ignus2,
Supers,Weaponized Ignus (HSW),AWD,2,Pegassi,✔,,,,Upgrade,"5,000,000",LSCM Workshop,Garage,LSC & LSCM,✔,✔,✔,15/03,2022,Expanded & Enhanced Edition,ignus2_hsw,Acquired by upgrading Weaponized Ignus at Hao's Special Works
Supers,X-treme,AWD,2,Pfister,DF=2.35,,✔,,L.Motorsport,"2,885,000",2 Door Tab,Garage,LSC,✔,✔,✔,10/12,2025,A Safehouse in the Hills,xtreme,"Has ""downforce"" handling line by default but a non-stock spoiler is still needed"
Supers,X80 Proto,AWD,2,Grotti,Active,✔,,,L.Motorsport,"2,700,000",2 Door Tab,Garage,LSC,✔,✔,✔,21/06,2016,Finance and Felony,prototipo,"Active spoiler improves traction & braking, no aftermarket spoiler needed"
Supers,XA-21,AWD,2,Ocelot,Active,✔,,,L.Motorsport,"1,670,000",2 Door Tab,Garage,LSC,✔,✔,✔,15/08,2017,Gunrunning,xa21,Active spoiler improves traction & braking when raised - can be broken
Supers,Zeno,RWD,2,Overflod,✔,,✔,,L.Motorsport,"2,820,000",2 Door Tab,Garage,LSC,✔,✔,✔,23/12,2021,The Contract,zeno,
Supers,Zentorno,AWD,2,Pegassi,✔,✔,,,L.Motorsport,"725,000",2 Door Tab,Garage,LSC,✔,✔,✔,13/05,2014,High Life,zentorno,
Supers,Zorrusso,RWD,2,Pegassi,DF=2.9,,,,L.Motorsport,"1,925,000",2 Door Tab,Garage,LSC,✔,✔,✔,24/10,2019,Diamond Casino & Resort,zorrusso,"Has ""downforce"" handling line by default but a non-stock spoiler is still needed"
SUVs,Aleutian,AWD,4,Vapid,,,✔,,L.Motorsport,"1,835,000",4 Door Tab,Garage,LSC & Property,✔,✔,✔,12/12,2023,Chop Shop,aleutian,
SUVs,Astron,AWD,4,Pfister,✔,,✔,,L.Motorsport,"1,580,000",4 Door Tab,Garage,LSC,✔,✔,✔,15/12,2021,The Contract,astron,
SUVs,Astron Custom,AWD,4,Pfister,✔,,,,L.Motorsport,"1,720,000",4 Door Tab,Garage,LSC,✔,✔,✔,15/03,2022,Expanded & Enhanced Edition,astron2,
SUVs,Astron Custom (HSW),AWD,4,Pfister,✔,,,,Upgrade,"2,095,250",LSCM Workshop,Garage,LSC & LSCM,✔,✔,✔,15/03,2022,Expanded & Enhanced Edition,astron2_hsw,Acquired by upgrading Astron Custom at Hao's Special Works
SUVs,Baller,AWD,4,Gallivanter,,,,,SSASA,"90,000",Traffic Spawn,Garage,LSC,✔,✔,✔,17/09,2013,-,baller2,
